Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Value/alpha,Metrics/LagrangeMultiplier
nan,nan,nan,1.7103264331817627,232.0,1000.0,0.0,0.0003000000142492354,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3259077072143555,0.047742605209350586,0.0014514923095703125,7.276603698730469,7.325904369354248,2.730039119720459,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,0.6698704957962036,116.0,1000.0,1.0,0.0003000000142492354,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18773365020752,0.04138350486755371,0.0009114742279052734,5.807116985321045,5.849493026733398,3.419100522994995,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,0.4557550847530365,77.33333587646484,1000.0,2.0,0.0003000000142492354,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8948917388916,0.04464316368103027,0.0006833076477050781,5.653355598449707,5.698755264282227,3.5095386505126953,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,0.3281853199005127,197.25,1000.0,3.0,0.0003000000142492354,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.811128616333008,0.03363490104675293,0.0005846023559570312,5.8733296394348145,5.907617568969727,3.385460376739502,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-3.2074573040008545,165.8000030517578,1000.0,4.0,0.0003000000142492354,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.55622100830078,0.034894466400146484,0.0006577968597412109,6.699587821960449,6.735213756561279,2.969468355178833,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-3.1384289264678955,138.1666717529297,1000.0,5.0,0.0003000000142492354,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.16990280151367,0.039931535720825195,0.0008013248443603516,5.562811851501465,5.603621482849121,3.5691215991973877,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-2.824409008026123,118.42857360839844,1000.0,6.0,0.0003000000142492354,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33417510986328,0.05286431312561035,0.0009133815765380859,6.102363109588623,6.156237602233887,3.2487385272979736,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-2.0637009143829346,132.375,1000.0,7.0,0.0003000000142492354,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14036178588867,0.03891110420227051,0.0006122589111328125,5.751565933227539,5.791158676147461,3.453540563583374,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-1.8867757320404053,132.44444274902344,1000.0,8.0,0.0003000000142492354,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.91574478149414,0.04369759559631348,0.0007982254028320312,5.719204425811768,5.7637834548950195,3.4699440002441406,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-1.392126441001892,156.6999969482422,1000.0,9.0,0.0003000000142492354,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8990592956543,0.04690122604370117,0.0007600784301757812,5.922954559326172,5.970688819885254,3.3496975898742676,1.0000003385357559e-05,0.0010000000474974513
nan,nan,nan,-1.1224216222763062,148.4545440673828,1000.0,10.0,0.0003000000142492354,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6715087890625,0.03651714324951172,0.0006797313690185547,5.726533889770508,5.763794898986816,3.4699368476867676,1.0000003385357559e-05,0.0010000000474974513
