Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Value/alpha,Metrics/LagrangeMultiplier
-2.884340286254883,0.0,1000.0,0.13615983724594116,15.0,1000.0,0.0,0.0003000000142492354,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35413360595703,53.83795166015625,2.6954712867736816,25.807117462158203,82.3541259765625,24.28536605834961,0.20000000298023224,0.0010000000474974513
-2.2458088397979736,35.5,1000.0,-0.7620689868927002,7.5,1000.0,1.0,0.0003000000142492354,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.3397979736328,49.41735076904297,2.5447161197662354,25.83960723876953,77.81774139404297,25.701080322265625,0.20000000298023224,0.0010000000474974513
-2.427910089492798,33.0,1000.0,-2.9856975078582764,8.0,1000.0,2.0,0.0003000000142492354,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.5772247314453,42.2304573059082,2.186511516571045,22.65302085876465,67.08332824707031,29.81366729736328,0.20000000298023224,0.0010000000474974513
-2.50423526763916,43.25,1000.0,-3.8102989196777344,6.0,1000.0,3.0,0.0003000000142492354,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.76568603515625,40.6595458984375,2.198347806930542,22.19335174560547,65.06282043457031,30.739524841308594,0.20000000298023224,0.0010000000474974513
-2.498159885406494,34.599998474121094,1000.0,-4.16140604019165,4.800000190734863,1000.0,4.0,0.0003000000142492354,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.76824951171875,39.61024475097656,2.2256791591644287,21.954971313476562,63.80160140991211,31.347177505493164,0.20000000298023224,0.0010000000474974513
-2.0204076766967773,28.83333396911621,1000.0,-3.5243265628814697,7.166666507720947,1000.0,5.0,0.0003000000142492354,12000.0,-1.001927137374878,-1.001927137374878,0.0047181579284369946,0.0047181579284369946,0.7380423545837402,0.2183343470096588,0.2183343470096588,-0.06376674771308899,544.2283935546875,50.36054229736328,116.1496810913086,20.68128776550293,187.20481872558594,10.683485984802246,0.20000000298023224,0.0010000000474974513
-1.93004310131073,38.0,1000.0,-2.894063949584961,54.57143020629883,1000.0,6.0,0.0003000000142492354,14000.0,-2.1416029930114746,-1.1396758556365967,0.0038304913323372602,-0.0008876665960997343,1.879489541053772,0.17186209559440613,-0.046472251415252686,-0.07414498925209045,725.2831420898438,49.08033752441406,103.01586151123047,28.77883529663086,180.89019775390625,11.05643081665039,0.20000000298023224,0.0010000000474974513
-1.7758764028549194,35.0,1000.0,-3.744442939758301,52.5,1000.0,7.0,0.0003000000142492354,16000.0,-3.2745296955108643,-1.1329267024993896,0.004047364927828312,0.00021687359549105167,3.016063928604126,0.39481598138809204,0.2229538857936859,0.3077518343925476,932.4917602539062,58.656715393066406,115.79596710205078,32.595638275146484,207.0645751953125,9.658823013305664,0.20000000298023224,0.0010000000474974513
-1.8623144626617432,31.11111068725586,1000.0,-6.506132125854492,46.66666793823242,1000.0,8.0,0.0003000000142492354,18000.0,-4.360952377319336,-1.0864226818084717,0.004416113719344139,0.0003687487915158272,4.105422019958496,0.5711077451705933,0.17629176378250122,0.6092472076416016,1159.24169921875,65.4314956665039,130.24673461914062,30.88161849975586,226.57569885253906,8.827072143554688,0.20000000298023224,0.0010000000474974513
-1.846893072128296,34.79999923706055,1000.0,-7.877179145812988,46.5,1000.0,9.0,0.0003000000142492354,20000.0,-5.392548561096191,-1.0315961837768555,0.004672291222959757,0.00025617750361561775,5.138465881347656,0.7046270966529846,0.13351935148239136,0.5108799934387207,1376.529052734375,59.45895767211914,127.64717102050781,29.996681213378906,217.11842346191406,9.211563110351562,0.20000000298023224,0.0010000000474974513
-1.8087376356124878,36.04545593261719,1000.0,-6.92041015625,42.272727966308594,1000.0,10.0,0.0003000000142492354,22000.0,-6.376123428344727,-0.9835748672485352,0.004901208449155092,0.0002289172261953354,6.125072479248047,1.1012109518051147,0.3965838551521301,0.5950330495834351,1595.8963623046875,62.04054260253906,125.73991394042969,31.374162673950195,219.17037963867188,9.125321388244629,0.20000000298023224,0.0010000000474974513
-1.8760255575180054,33.04166793823242,1000.0,-8.681889533996582,39.83333206176758,1000.0,11.0,0.0003000000142492354,24000.0,-7.30856990814209,-0.9324464797973633,0.0050499411299824715,0.00014873268082737923,7.060079097747803,1.3631587028503418,0.26194775104522705,1.3334362506866455,1817.447998046875,63.396671295166016,123.66563415527344,33.987159729003906,221.06614685058594,9.047065734863281,0.20000000298023224,0.0010000000474974513
-1.8461202383041382,33.730770111083984,1000.0,-9.82992172241211,36.769229888916016,1000.0,12.0,0.0003000000142492354,26000.0,-8.20065975189209,-0.89208984375,0.005275019444525242,0.00022507831454277039,7.952960014343262,1.537683367729187,0.17452466487884521,1.1545884609222412,2043.482421875,63.95328140258789,130.90673828125,31.030284881591797,225.90737915039062,8.853185653686523,0.20000000298023224,0.0010000000474974513
