Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
0.18238720297813416,6.599999904632568,1000.0,0.0,1.4171830415725708,0.020767536014318466,11.0,0.9990702271461487,0.9990702271461487,0.9990702271461487,0.02320459857583046,0.0002969999914057553,0.9982554316520691,20000.0,-0.016295624896883965,-0.016295624896883965,-0.3365073502063751,0.006846160627901554,0.006846160627901554,-0.07286617159843445,0.4538189470767975,0.4538189470767975,-0.022656869143247604,223.49066162109375,181.5642852783203,41.92420959472656,223.48861694335938,89.49002075195312,0.0,0.0,0.0,0.0
0.06038752198219299,10.449999809265137,1000.0,1.0,1.413956880569458,0.02006281167268753,10.0,0.9983967542648315,0.9983967542648315,0.9983967542648315,0.022754564881324768,0.00029399999766610563,0.9950464367866516,40000.0,-0.016342470422387123,-4.684552550315857e-05,-0.22862210869789124,0.0018071412341669202,-0.005039019393734634,-0.07083448022603989,0.6681050658226013,0.21428611874580383,0.1651759296655655,604.5077514648438,289.0558166503906,91.93453979492188,380.990478515625,52.4947509765625,0.0,0.0,0.0,0.0
0.08779186010360718,15.640000343322754,1000.0,2.0,1.413573145866394,0.020555472001433372,10.0,0.9993014335632324,0.9993014335632324,0.9993014335632324,0.02338666282594204,0.000291000003926456,0.9946686625480652,60000.0,-0.017591701820492744,-0.0012492313981056213,0.04254692420363426,0.002016464015468955,0.00020932278130203485,-0.05427953973412514,1.3586719036102295,0.6905668377876282,0.30148279666900635,1075.0577392578125,378.7431640625,91.74553680419922,470.48883056640625,42.50897979736328,0.0,0.0,0.0,0.0
0.09372637420892715,16.0,1000.0,3.0,1.415236234664917,0.020943569019436836,10.0,0.9982722997665405,0.9982722997665405,0.9982722997665405,0.022397495806217194,0.0002880000101868063,0.9963507652282715,80000.0,-0.01579039730131626,0.0018013045191764832,-0.08209674805402756,0.0020887914579361677,7.232744246721268e-05,-0.04025460407137871,1.7230092287063599,0.36433732509613037,1.3059651851654053,1552.49951171875,383.7201232910156,93.65445709228516,477.37469482421875,41.895809173583984,0.0,0.0,0.0,0.0
0.15644825994968414,24.559999465942383,1000.0,4.0,1.4132890701293945,0.02065904624760151,12.0,1.000170350074768,1.000170350074768,1.000170350074768,0.0240420401096344,0.0002849999873433262,0.9944215416908264,100000.0,-0.024197230115532875,-0.008406832814216614,0.13832621276378632,0.0014387591509148479,-0.0006500323070213199,-0.035477932542562485,0.9473632574081421,-0.7756459712982178,0.7286875247955322,1919.44873046875,298.2022705078125,68.6746597290039,366.87701416015625,54.514183044433594,0.0,0.0,0.0,0.0
0.14226128160953522,12.279999732971191,1000.0,5.0,1.4125657081604004,0.020064562559127808,9.0,0.9956533312797546,0.9956533312797546,0.9956533312797546,0.023686781525611877,0.00028199999360367656,0.9937086701393127,120000.0,-0.018806643784046173,0.005390586331486702,-0.24533289670944214,0.0018607083475217223,0.00042194919660687447,-0.02257760614156723,0.9332373738288879,-0.01412588357925415,0.8013469576835632,2095.57080078125,143.1368865966797,32.95489501953125,176.09182739257812,113.57710266113281,0.0,0.0,0.0,0.0
0.0979512631893158,22.700000762939453,1000.0,6.0,1.4120423793792725,0.020071329548954964,8.0,0.9973071217536926,0.9973071217536926,0.9973071217536926,0.0235260259360075,0.0002789999998640269,0.993203341960907,140000.0,-0.016905266791582108,0.0019013769924640656,0.030042218044400215,0.0019043650245293975,4.365667700767517e-05,-0.016404425725340843,2.2596254348754883,1.3263880610466003,0.5788072347640991,2273.816162109375,147.12770080566406,31.083629608154297,178.21141052246094,112.22625732421875,0.0,0.0,0.0,0.0
0.11767728626728058,37.939998626708984,1000.0,7.0,1.411060094833374,0.0205196775496006,8.0,0.9998498558998108,0.9998498558998108,0.9998498558998108,0.022492017596960068,0.00027600000612437725,0.9922310709953308,160000.0,-0.019144462421536446,-0.002239195629954338,-0.07424309849739075,0.0011626845225691795,-0.000741680501960218,-0.012866065837442875,3.844219207763672,1.5845937728881836,1.115105390548706,2456.0068359375,151.81912231445312,30.338146209716797,182.15733337402344,109.79519653320312,0.0,0.0,0.0,0.0
0.11217746138572693,33.91999816894531,1000.0,8.0,1.4078648090362549,0.021934734657406807,9.0,0.9985828399658203,0.9985828399658203,0.9985828399658203,0.022897223010659218,0.0002730000123847276,0.9890695810317993,180000.0,-0.01990448869764805,-0.0007600262761116028,-0.11147364974021912,0.0018284732941538095,0.00066578877158463,-0.009581141173839569,2.1370904445648193,-1.7071287631988525,2.771123170852661,2641.48779296875,150.94593811035156,34.503204345703125,185.44921875,107.84623718261719,0.0,0.0,0.0,0.0
0.2385832965373993,20.84000015258789,1000.0,9.0,1.405575156211853,0.020113807171583176,9.0,0.9982197880744934,0.9982197880744934,0.9982197880744934,0.023120565339922905,0.0002699999895412475,0.9868104457855225,200000.0,-0.018128983676433563,0.0017755050212144852,-0.2054467648267746,0.0021962483879178762,0.0003677750937640667,-0.003980584442615509,1.0772457122802734,-1.059844732284546,2.2722809314727783,2827.580078125,150.99990844726562,35.060760498046875,186.06072998046875,107.49178314208984,0.0,0.0,0.0,0.0
