Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS
-1.8384301662445068,75.3125,1000.0,0.0,1.4003299474716187,0.017033295705914497,40.0,1.0016307830810547,1.0016307830810547,1.0016307830810547,0.018654584884643555,0.0002969999914057553,0.9815752506256104,20000.0,-0.01754610985517502,-0.01754610985517502,0.09114692360162735,0.00506519665941596,0.00506519665941596,-0.01407777238637209,111.73681640625,30.662124633789062,81.0730972290039,111.73625946044922,178.99293518066406
-1.0947016477584839,90.53125,1000.0,1.0,1.3730700016021729,0.022800305858254433,19.0,0.9993557929992676,0.9993557929992676,0.9993557929992676,0.02202131599187851,0.00029399999766610563,0.9551864862442017,40000.0,-0.020844830200076103,-0.003298720344901085,-0.0604386031627655,0.003831213340163231,-0.0012339833192527294,-0.04275733232498169,176.3813018798828,27.116165161132812,37.47877502441406,64.59513854980469,309.6208190917969
-0.2675338685512543,95.4375,1000.0,2.0,1.3506027460098267,0.02041638270020485,19.0,0.9995328187942505,0.9995328187942505,0.9995328187942505,0.021303659304976463,0.000291000003926456,0.9339735507965088,60000.0,-0.018401270732283592,0.002443559467792511,-0.17670182883739471,0.005884623620659113,0.002053410280495882,0.019886251538991928,248.02069091796875,25.306936264038086,46.30778121948242,71.6150131225586,279.27105712890625
1.0485073328018188,116.16000366210938,1000.0,3.0,1.3283665180206299,0.020271947607398033,10.0,0.9985663294792175,0.9985663294792175,0.9985663294792175,0.02200624719262123,0.0002880000101868063,0.9134268164634705,80000.0,-0.016276899725198746,0.0021243710070848465,-0.16942977905273438,0.006107463035732508,0.00022283941507339478,0.018498096615076065,300.2712707519531,25.469104766845703,26.756772994995117,52.22597122192383,382.95123291015625
2.586129665374756,110.69999694824219,1000.0,4.0,1.2973339557647705,0.023013873025774956,15.0,0.9987585544586182,0.9987585544586182,0.9987585544586182,0.02176005393266678,0.0002849999873433262,0.8855328559875488,100000.0,-0.018727393820881844,-0.002450494095683098,-0.2491288185119629,0.00956057757139206,0.0034531145356595516,0.11413724720478058,366.69500732421875,24.99136734008789,41.408294677734375,66.39974975585938,301.2059326171875
4.0547590255737305,109.16000366210938,1000.0,5.0,1.2701505422592163,0.02022412046790123,18.0,0.9979520440101624,0.9979520440101624,0.9979520440101624,0.02158540114760399,0.00028199999360367656,0.8617764711380005,120000.0,-0.02125754952430725,-0.0025301557034254074,0.1204100176692009,0.009511924348771572,-4.865322262048721e-05,0.17392286658287048,429.4630126953125,24.915691375732422,37.82273864746094,62.73861312866211,318.782958984375
5.989652156829834,87.81999969482422,1000.0,6.0,1.2346858978271484,0.021665425971150398,15.0,0.9995955228805542,0.9995955228805542,0.9995955228805542,0.02176833152770996,0.0002789999998640269,0.8317611813545227,140000.0,-0.022826820611953735,-0.0015692710876464844,-0.29539501667022705,0.010652564465999603,0.0011406401172280312,0.30361905694007874,484.66973876953125,24.63294792175293,30.550853729248047,55.18388366699219,362.4246520996094
7.65603494644165,91.0999984741211,1000.0,7.0,1.1964370012283325,0.02382315695285797,14.0,0.9980663657188416,0.9980663657188416,0.9980663657188416,0.0218412633985281,0.00027600000612437725,0.8005385398864746,160000.0,-0.02198578417301178,0.0008410364389419556,0.057048775255680084,0.01023135706782341,-0.00042120739817619324,0.3858914375305176,539.487548828125,26.231821060180664,28.56267547607422,54.7945556640625,364.9997863769531
9.523538589477539,86.0199966430664,1000.0,8.0,1.1552947759628296,0.023308750241994858,13.0,0.9993653297424316,0.9993653297424316,0.9993653297424316,0.02135288156569004,0.0002730000123847276,0.7682837247848511,180000.0,-0.020434968173503876,0.001550815999507904,-0.15929345786571503,0.012625759467482567,0.002394402399659157,0.48266395926475525,592.2355346679688,25.211498260498047,27.515676498413086,52.72726821899414,379.3103942871094
11.220468521118164,86.04000091552734,1000.0,9.0,1.118068814277649,0.02246302179992199,10.0,0.9981379508972168,0.9981379508972168,0.9981379508972168,0.021512366831302643,0.0002699999895412475,0.7402205467224121,200000.0,-0.020015409216284752,0.00041955895721912384,0.04276353493332863,0.014248145744204521,0.0016223862767219543,0.5702658295631409,638.1453247070312,26.00276756286621,19.886592864990234,45.88943862915039,435.83013916015625
