Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-1.5436034202575684,294.79998779296875,1000.0,0.0,1.4084806442260742,0.014650710858404636,40.0,1.0010173320770264,1.0010173320770264,1.0010173320770264,0.017903456464409828,0.0002969999914057553,0.9896020889282227,20000.0,-0.01634214259684086,-0.01634214259684086,0.15198326110839844,0.005378392990678549,0.005378392990678549,-0.03249510005116463,2.8974196910858154,2.8974196910858154,0.002883555367588997,241.10269165039062,101.99636840820312,139.10552978515625,241.1019744873047,82.95245361328125,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
-1.147404670715332,301.875,1000.0,1.0,1.3895758390426636,0.02310801111161709,21.0,1.0017244815826416,1.0017244815826416,1.0017244815826416,0.02044781669974327,0.00029399999766610563,0.9710701107978821,40000.0,-0.01838362030684948,-0.002041477710008621,0.44687551259994507,0.0031973416917026043,-0.0021810512989759445,-0.01873590052127838,2.439246654510498,-0.4581730365753174,4.792441368103027,400.14129638671875,102.51824188232422,56.491207122802734,159.00950622558594,125.77864074707031,0.07102067768573761,0.07102067768573761,0.07102067768573761,0.0
-0.16747218370437622,338.1000061035156,1000.0,2.0,1.3727912902832031,0.02042585052549839,21.0,0.9982331991195679,0.9982331991195679,0.9982331991195679,0.02051277831196785,0.000291000003926456,0.9549224376678467,60000.0,-0.020676858723163605,-0.002293238416314125,-0.26542776823043823,0.0054571074433624744,0.00225976575165987,-0.026527410373091698,4.521481037139893,2.0822343826293945,9.899937629699707,571.0604248046875,103.98262786865234,66.91841888427734,170.9011688232422,117.02670288085938,0.10612964630126953,0.10612964630126953,0.10612964630126953,0.0
1.6032936573028564,325.3599853515625,1000.0,3.0,1.3484421968460083,0.02167724072933197,21.0,0.9987620115280151,0.9987620115280151,0.9987620115280151,0.021128006279468536,0.0002880000101868063,0.931976854801178,80000.0,-0.021962320432066917,-0.0012854617089033127,0.009334695525467396,0.01011281181126833,0.004655704367905855,0.04675212502479553,3.3981218338012695,-1.123359203338623,14.1268310546875,755.437744140625,104.41217803955078,79.94356536865234,184.35597229003906,108.48577880859375,0.1412632316350937,0.1412632316350937,0.1412632316350937,0.0
3.0266542434692383,318.4599914550781,1000.0,4.0,1.3251069784164429,0.021220028400421143,14.0,0.9985359311103821,0.9985359311103821,0.9985359311103821,0.02022602967917919,0.0002849999873433262,0.9104802012443542,100000.0,-0.021176893264055252,0.0007854271680116653,0.23968558013439178,0.010510269552469254,0.0003974577412009239,0.06246624141931534,3.276282548904419,-0.12183928489685059,15.632291793823242,868.6561279296875,76.76871490478516,36.430599212646484,113.19937133789062,176.67942810058594,0.17637890577316284,0.17637890577316284,0.17637890577316284,0.0
3.615816116333008,308.4800109863281,1000.0,5.0,1.3048746585845947,0.02107933536171913,16.0,0.9973807334899902,0.9973807334899902,0.9973807334899902,0.020783528685569763,0.00028199999360367656,0.8922368884086609,120000.0,-0.02648051269352436,-0.005303619429469109,-0.32005774974823,0.009764663875102997,-0.0007456056773662567,0.09272626042366028,3.613292932510376,0.33701038360595703,18.02248191833496,986.6561889648438,71.2932357788086,46.68714904785156,117.98045349121094,169.5196075439453,0.21142563223838806,0.21142563223838806,0.21142563223838806,0.0
4.774570941925049,291.82000732421875,1000.0,6.0,1.2799144983291626,0.02026413194835186,9.0,0.9977908730506897,0.9977908730506897,0.9977908730506897,0.019356928765773773,0.0002789999998640269,0.8702670931816101,140000.0,-0.02241162210702896,0.0040688905864953995,-0.13492460548877716,0.011926992796361446,0.0021623289212584496,0.19891953468322754,4.58120059967041,0.9679076671600342,19.232080459594727,1083.9044189453125,72.072998046875,25.155899047851562,97.22895050048828,205.70005798339844,0.24631363153457642,0.24631363153457642,0.24631363153457642,0.0
6.057249069213867,265.44000244140625,1000.0,7.0,1.25320565700531,0.021278711035847664,16.0,1.0005462169647217,1.0005462169647217,1.0005462169647217,0.021040208637714386,0.00027600000612437725,0.8473348617553711,160000.0,-0.02919721230864525,-0.006785590201616287,0.0481145940721035,0.01159766223281622,-0.00032933056354522705,0.22595198452472687,3.2060182094573975,-1.3751823902130127,19.984487533569336,1178.57177734375,63.483497619628906,31.16744613647461,94.65101623535156,211.3025360107422,0.2808789908885956,0.2808789908885956,0.2808789908885956,0.0
7.182814121246338,245.4199981689453,1000.0,8.0,1.230928897857666,0.02095908112823963,10.0,0.9988773465156555,0.9988773465156555,0.9988773465156555,0.020403612405061722,0.0002730000123847276,0.828682005405426,180000.0,-0.024482516571879387,0.0047146957367658615,-0.12815432250499725,0.012629977427423,0.001032315194606781,0.33612093329429626,3.4931228160858154,0.28710460662841797,20.425708770751953,1261.330322265625,61.897071838378906,20.84248924255371,82.73963928222656,241.7221221923828,0.31502190232276917,0.31502190232276917,0.31502190232276917,0.0
8.083980560302734,225.97999572753906,1000.0,9.0,1.1978391408920288,0.021067850291728973,12.0,0.9979348182678223,0.9979348182678223,0.9979348182678223,0.02108604460954666,0.0002699999895412475,0.8017016053199768,200000.0,-0.025876669213175774,-0.0013941526412963867,0.4351556897163391,0.011757925152778625,-0.0008720522746443748,0.3806282579898834,2.8116018772125244,-0.681520938873291,20.4586124420166,1349.2958984375,67.24378967285156,20.69881248474121,87.9426498413086,227.4209442138672,0.3486447334289551,0.3486447334289551,0.3486447334289551,0.0
